Station,Date,Depth,NITRITE,NITRATE+NIT,AMMONIA,SILICATE,PHOSPHATE,Frozen,Filtered,QC
L4,29/04/2019,0,0.01,0.2,0.04,0.32,,n,y,y
L4,29/04/2019,10,0.04,0.49,0.14,0.46,,n,y,y
L4,29/04/2019,10,0.04,0.49,0.15,0.47,,n,y,y
L4,29/04/2019,25,0.09,1.28,0.6,0.52,,n,y,y
L4,29/04/2019,25,0.09,1.28,0.6,0.53,,n,y,y
L4,29/04/2019,50,0.11,1.58,0.84,0.63,0.35,n,y,y
L4,29/04/2019,50,0.11,1.58,0.84,0.64,0.37,n,y,y
L4,07/05/2019,0,0,0.11,0.24,0.51,,y,n,y
L4,07/05/2019,0,0,0.11,0.24,0.43,,y,n,y
L4,07/05/2019,10,0,0.12,,0.56,,y,n,y
L4,07/05/2019,10,0,0.14,0.27,0.53,,y,n,y
L4,07/05/2019,25,0.05,0.79,1.36,1.21,,y,n,y
L4,07/05/2019,25,0.05,0.81,1.39,1.24,0.34,y,n,y
L4,07/05/2019,50,0.05,0.71,1.41,0.88,,y,n,y
L4,07/05/2019,50,0.05,0.72,1.41,0.89,0.37,y,n,y
L4,07/05/2019,0,0,0.15,,0.55,,y,y,y
L4,07/05/2019,0,0,0.14,0.33,0.51,,y,y,y
L4,07/05/2019,10,0,0.14,,,,y,y,y
L4,07/05/2019,10,0,0.15,0.35,0.62,0.25,y,y,y
L4,07/05/2019,25,0.05,0.69,1.32,,,y,y,y
L4,07/05/2019,25,0.05,0.7,1.35,1.11,,y,y,y
L4,07/05/2019,50,0.04,0.72,1.46,1,0.33,y,y,y
L4,07/05/2019,50,0.04,0.71,1.33,0.99,0.36,y,y,y
L4,13/05/2019,0,0,0.06,0.23,0.45,,y,n,y
L4,13/05/2019,0,0,0.06,0.24,0.42,,y,n,y
L4,13/05/2019,10,0,0.12,0.25,0.43,,y,n,y
L4,13/05/2019,10,0,0.15,0.29,0.43,,y,n,y
L4,13/05/2019,25,0.02,0.27,1.42,0.74,,y,n,y
L4,13/05/2019,25,0.02,0.28,1.41,0.71,,y,n,y
L4,13/05/2019,50,0.02,0.47,1.79,1.07,0.38,y,n,y
L4,13/05/2019,50,0.02,0.5,1.76,1.06,0.35,y,n,y
L4,13/05/2019,0,0,0.07,0.28,,,y,y,y
L4,13/05/2019,0,0,,0.26,0.48,,y,y,y
L4,13/05/2019,10,0,0.12,0.22,,,y,y,y
L4,13/05/2019,10,0,0.1,0.24,0.56,,y,y,y
L4,13/05/2019,25,0.01,0.43,1.42,,,y,y,y
L4,13/05/2019,25,0.01,0.45,1.43,0.78,,y,y,y
L4,13/05/2019,50,0.02,0.47,1.76,0.97,0.37,y,y,y
L4,13/05/2019,50,0.02,0.53,1.75,0.98,0.36,y,y,y
L4,20/05/2019,0,0,0.1,0.22,0.63,,n,n,y
L4,20/05/2019,0,0,0.07,0.21,0.64,,n,n,y
L4,20/05/2019,10,0,0.1,0.32,0.67,,n,n,y
L4,20/05/2019,10,0,0.1,0.31,0.66,,n,n,y
L4,20/05/2019,25,0,0.19,0.67,0.86,0.19,n,n,y
L4,20/05/2019,25,0,0.21,0.68,0.86,0.19,n,n,y
L4,20/05/2019,50,0,0.23,0.71,0.87,0.17,n,n,y
L4,20/05/2019,50,0,0.22,0.72,0.87,0.18,n,n,y
L4,20/05/2019,0,0,0.1,,0.63,,n,y,y
L4,20/05/2019,0,0,0.09,0.28,0.63,,n,y,y
L4,20/05/2019,10,0,0.1,,0.66,,n,y,y
L4,20/05/2019,10,0,0.1,0.34,0.66,,n,y,y
L4,20/05/2019,25,0,0.26,,0.86,,n,y,y
L4,20/05/2019,25,0,0.24,0.71,0.85,,n,y,y
L4,20/05/2019,50,0,0.23,0.69,0.87,0.17,n,y,y
L4,20/05/2019,50,0,0.23,0.69,0.89,0.19,n,y,y
L4,30/05/2019,0,0,0.26,0.12,0.17,,y,n,y
L4,30/05/2019,0,0,0.23,0.16,,,y,n,y
L4,30/05/2019,10,0,,0.09,0.23,,y,n,y
L4,30/05/2019,10,0,0.35,0.09,0.25,,y,n,y
L4,30/05/2019,25,0.02,,1.28,0.74,,y,n,y
L4,30/05/2019,25,0.02,0.48,1.26,0.73,,y,n,y
L4,30/05/2019,50,0.02,,1.31,0.84,0.43,y,n,y
L4,30/05/2019,50,0.02,0.47,1.29,0.84,0.43,y,n,y
L4,30/05/2019,0,0,0.2,0.12,0.2,,y,y,y
L4,30/05/2019,0,0,,0.12,0.19,,y,y,y
L4,30/05/2019,10,0,0.3,0.13,0.16,,y,y,y
L4,30/05/2019,10,0,,0.12,0.15,,y,y,y
L4,30/05/2019,25,0.02,0.52,,0.74,0.41,y,y,y
L4,30/05/2019,25,0.02,0.51,1.31,0.73,0.41,y,y,y
L4,30/05/2019,50,0.02,0.46,1.24,0.81,0.42,y,y,y
L4,30/05/2019,50,0.02,,1.25,0.8,,y,y,y
L4,03/06/2019,0,0,0.1,0.04,,,y,n,y
L4,03/06/2019,0,0,0.1,0.04,0.15,,y,n,y
L4,03/06/2019,10,0,,0.03,,,y,n,y
L4,03/06/2019,10,0,0.09,0.04,0.15,,y,n,y
L4,03/06/2019,25,0,0.27,0.87,0.72,,y,n,y
L4,03/06/2019,25,0.01,0.29,0.87,0.74,,y,n,y
L4,03/06/2019,50,0.03,0.34,0.96,,,y,n,y
L4,03/06/2019,50,0.03,0.34,0.96,0.81,0.37,y,n,y
L4,03/06/2019,0,0,0.11,,0.17,,y,y,y
L4,03/06/2019,0,0,0.09,0.05,0.17,,y,y,y
L4,03/06/2019,10,0,,0,,,y,y,y
L4,03/06/2019,10,0,0.13,0,0.14,,y,y,y
L4,03/06/2019,25,0.01,0.39,0.85,0.74,,y,y,y
L4,03/06/2019,25,0.01,0.39,0.85,0.74,,y,y,y
L4,03/06/2019,50,0.02,0.36,0.9,0.78,0.32,y,y,y
L4,03/06/2019,50,0.02,0.34,0.9,0.78,0.33,y,y,y
L4,10/06/2019,0,0,0.27,0.1,0.37,,n,n,y
L4,10/06/2019,0,0,0.27,0.11,0.36,,n,n,y
L4,10/06/2019,10,0,0.12,0.1,0.36,,n,n,y
L4,10/06/2019,10,0,0.11,0.1,0.36,,n,n,y
L4,10/06/2019,25,0.03,0.48,0.94,0.44,,n,n,y
L4,10/06/2019,25,0.03,0.46,0.96,0.44,,n,n,y
L4,10/06/2019,50,0.03,0.41,1.38,0.69,0.3,n,n,y
L4,10/06/2019,50,0.03,0.42,1.38,0.72,0.3,n,n,y
L4,10/06/2019,0,0,0.26,,0.36,,n,y,y
L4,10/06/2019,0,0,0.28,0.17,0.35,,n,y,y
L4,10/06/2019,10,0,0.27,0.16,,,n,y,y
L4,10/06/2019,10,0,0.29,0.17,0.28,,n,y,y
L4,10/06/2019,25,0.03,0.48,0.99,0.61,,n,y,y
L4,10/06/2019,25,0.03,,0.96,0.6,,n,y,y
L4,10/06/2019,50,0.03,0.4,1.35,0.71,0.35,n,y,y
L4,10/06/2019,50,0.03,,1.34,0.69,0.35,n,y,y
L4,17/06/2019,0,0,0.03,0.41,,,y,n,y
L4,17/06/2019,0,0,0.03,0.43,0.22,,y,n,y
L4,17/06/2019,10,0,0.03,0.41,0.16,,y,n,y
L4,17/06/2019,10,0,0.04,0.41,0.16,,y,n,y
L4,17/06/2019,25,0,0.03,0.43,0.2,,y,n,y
L4,17/06/2019,25,0,0.04,0.42,0.22,,y,n,y
L4,17/06/2019,50,0.03,0.44,1.81,1.04,0.38,y,n,y
L4,17/06/2019,50,0.03,0.43,1.8,1,0.42,y,n,y
L4,24/06/2019,0,0,,,0.19,,y,n,y
L4,24/06/2019,0,0,,,0.22,,y,n,y
L4,24/06/2019,10,0,,,,,y,n,y
L4,24/06/2019,10,0,,,0.26,,y,n,y
L4,24/06/2019,25,0.02,,,1.12,,y,n,y
L4,24/06/2019,25,,,,,,y,n,y
L4,24/06/2019,50,0.04,,,1.02,,y,n,y
L4,24/06/2019,50,0.04,,,1.05,,y,n,y
L4,24/06/2019,0,0,,,0.17,,y,y,y
L4,24/06/2019,0,0,,,0.17,,y,y,y
L4,24/06/2019,10,0,,,0.24,,y,y,y
L4,24/06/2019,10,0,,,,,y,y,y
L4,24/06/2019,25,0,,,0.98,,y,y,y
L4,24/06/2019,25,0,,,,,y,y,y
L4,24/06/2019,50,0.06,,,1,,y,y,y
L4,24/06/2019,50,0.04,,,0.96,,y,y,y
L4,01/07/2019,0,0,0.08,0.43,0.27,,y,n,y
L4,01/07/2019,0,0,0.06,0.45,0.23,,y,n,y
L4,01/07/2019,10,0,0.15,,,,y,n,y
L4,01/07/2019,10,0,0.13,0.44,0.33,,y,n,y
L4,01/07/2019,25,0,0.24,0.48,0.99,,y,n,y
L4,01/07/2019,25,0,0.28,0.46,0.95,,y,n,y
L4,01/07/2019,50,0.02,,,,,y,n,y
L4,01/07/2019,50,0.02,0.45,0.7,1.32,,y,n,y
L4,01/07/2019,0,0,,,,,y,y,y
L4,01/07/2019,0,0,,0.47,,,y,y,y
L4,01/07/2019,10,0,,0.49,0.53,,y,y,y
L4,01/07/2019,10,0,0.14,0.47,0.52,,y,y,y
L4,01/07/2019,25,0,,0.5,,,y,y,y
L4,01/07/2019,25,0,,0.5,0.87,,y,y,y
L4,01/07/2019,50,0.02,,0.71,,,y,y,y
L4,01/07/2019,50,0.02,0.46,0.69,1.38,,y,y,y
L4,15/07/2019,0,0,0.04,0.17,,,y,n,y
L4,15/07/2019,0,0,0.04,0.18,1.47,,y,n,y
L4,15/07/2019,10,0.02,0.18,,1.4,,y,n,y
L4,15/07/2019,10,0.02,0.18,0.39,1.38,,y,n,y
L4,15/07/2019,25,0.03,0.26,0.59,1.32,,y,n,y
L4,15/07/2019,25,0.03,0.26,0.6,1.32,,y,n,y
L4,15/07/2019,50,0.04,0.34,0.94,1.52,,y,n,y
L4,15/07/2019,50,0.04,0.34,0.94,1.56,,y,n,y
L4,15/07/2019,0,0,,,1.43,,y,y,y
L4,15/07/2019,0,0,0.04,,,,y,y,y
L4,15/07/2019,10,0.03,,,1.36,,y,y,y
L4,15/07/2019,10,0.03,0.21,,1.36,,y,y,y
L4,15/07/2019,25,0.02,0.28,,1.34,,y,y,y
L4,15/07/2019,25,0.02,0.28,,1.36,,y,y,y
L4,15/07/2019,50,0.04,0.4,,1.54,,y,y,y
L4,15/07/2019,50,0.04,0.42,,1.52,,y,y,y
L4,22/07/2019,0,0,0.03,0,1.3,,n,n,y
L4,22/07/2019,0,0,0.04,0,1.29,,n,n,y
L4,22/07/2019,10,0,0.09,0,1.4,,n,n,y
L4,22/07/2019,10,0,0.1,0,1.4,,n,n,y
L4,22/07/2019,25,0.07,0.86,0.84,2.06,,n,n,y
L4,22/07/2019,25,0.07,0.85,0.88,2.06,,n,n,y
L4,22/07/2019,50,0.09,1.15,1.38,2.51,0.36,n,n,y
L4,22/07/2019,50,0.09,1.14,1.37,2.5,0.39,n,n,y
L4,22/07/2019,0,0,0.03,0,1.31,,n,y,y
L4,22/07/2019,0,0,0.05,0,1.31,,n,y,y
L4,22/07/2019,10,0,,0,1.3,,n,y,y
L4,22/07/2019,10,0,0.13,0,1.32,,n,y,y
L4,22/07/2019,25,0.07,0.9,0.87,2.05,,n,y,y
L4,22/07/2019,25,0.07,0.89,0.86,2.04,,n,y,y
L4,22/07/2019,50,0.09,1.11,1.37,2.52,0.34,n,y,y
L4,22/07/2019,50,0.09,1.11,1.35,2.52,0.35,n,y,y
L4,29/07/2019,0,0,0.04,0.28,,,y,n,y
L4,29/07/2019,0,0,0.03,0.28,,,y,n,y
L4,29/07/2019,10,0,,0.24,,,y,n,y
L4,29/07/2019,10,0,0.05,0.26,,,y,n,y
L4,29/07/2019,25,0.06,0.55,0.73,,,y,n,y
L4,29/07/2019,25,0.06,0.54,0.73,,,y,n,y
L4,29/07/2019,50,0.11,1,,,,y,n,y
L4,29/07/2019,50,0.11,0.98,1.94,,,y,n,y
L4,29/07/2019,0,0.01,0.03,,,,y,y,y
L4,29/07/2019,0,0.01,0.03,,,,y,y,y
L4,29/07/2019,10,,,,,,y,y,y
L4,29/07/2019,10,,,,,,y,y,y
L4,29/07/2019,25,0.06,,0.71,,,y,y,y
L4,29/07/2019,25,0.06,0.57,0.67,,,y,y,y
L4,29/07/2019,50,0.1,,1.92,,,y,y,y
L4,29/07/2019,50,0.1,1.07,1.92,,,y,y,y
L4,05/08/2019,0,0.01,,0.28,,,n,n,y
L4,05/08/2019,0,0.01,0.05,0.28,,,n,n,y
L4,05/08/2019,10,0.04,,0.6,,,n,n,y
L4,05/08/2019,10,0.04,,0.62,,,n,n,y
L4,05/08/2019,25,0.08,0.83,1.4,,,n,n,y
L4,05/08/2019,25,0.08,0.77,1.4,,,n,n,y
L4,05/08/2019,50,0.1,,,,,n,n,y
L4,05/08/2019,50,0.1,1.04,1.53,,,n,n,y
L4,05/08/2019,0,<0.01,,0.28,,,n,y,y
L4,05/08/2019,0,<0.01,0.04,0.23,,,n,y,y
L4,05/08/2019,10,0.04,,0.53,,,n,y,y
L4,05/08/2019,10,0.04,,0.54,,,n,y,y
L4,05/08/2019,25,0.07,0.74,1.37,,,n,y,y
L4,05/08/2019,25,0.07,0.76,1.38,,,n,y,y
L4,05/08/2019,50,0.11,,1.45,,,n,y,y
L4,05/08/2019,50,0.11,0.95,1.45,,,n,y,y
L4,12/08/2019,0,0,0,0.28,1.03,0.03,y,n,y
L4,12/08/2019,0,0,0,0.28,1.02,0.03,y,n,y
L4,12/08/2019,10,0,0,0.27,,0.03,y,n,y
L4,12/08/2019,10,0,0,0.26,1.07,0.04,y,n,y
L4,12/08/2019,25,0.09,0.71,0.83,1.98,0.16,y,n,y
L4,12/08/2019,25,0.09,0.72,0.83,1.97,0.17,y,n,y
L4,12/08/2019,50,0.25,2.14,2.53,,0.4,y,n,y
L4,12/08/2019,50,0.25,2.14,2.52,3.61,0.37,y,n,y
L4,12/08/2019,0,0,0,0.31,1.05,0.04,y,y,y
L4,12/08/2019,0,0,0,0.27,,0.03,y,y,y
L4,12/08/2019,10,0,0,0.26,1.07,0,y,y,y
L4,12/08/2019,10,0,0,0.26,1.07,0,y,y,y
L4,12/08/2019,25,0.08,0.81,,,0.13,y,y,y
L4,12/08/2019,25,0.09,0.81,,1.97,0.13,y,y,y
L4,12/08/2019,50,0.24,2.4,,3.74,0.35,y,y,y
L4,12/08/2019,50,0.24,2.4,,3.72,0.35,y,y,y
L4,19/08/2019,0,0,0,0.23,0.32,0.02,y,n,y
L4,19/08/2019,0,0,0,0.22,0.33,0.02,y,n,y
L4,19/08/2019,10,0,0,0.24,0.31,0.04,y,n,y
L4,19/08/2019,10,0,0,0.2,0.29,0.04,y,n,y
L4,19/08/2019,25,0.33,1.78,2.01,3.29,0.34,y,n,y
L4,19/08/2019,25,0.33,1.78,1.93,3.26,0.32,y,n,y
L4,19/08/2019,50,0.56,2.23,1.9,,0.44,y,n,y
L4,19/08/2019,50,0.56,2.21,1.93,3.44,0.45,y,n,y
L4,19/08/2019,0,0,0,,,0.03,y,y,y
L4,19/08/2019,0,0,0,0.3,0.32,0.03,y,y,y
L4,19/08/2019,10,0,0,0.2,0.33,0.05,y,y,y
L4,19/08/2019,10,0,0,0.24,0.31,0.06,y,y,y
L4,19/08/2019,25,0.33,1.75,1.95,3.35,0.33,y,y,y
L4,19/08/2019,25,0.33,1.77,1.94,3.37,0.31,y,y,y
L4,19/08/2019,50,0.53,2.16,1.86,3.42,0.43,y,y,y
L4,19/08/2019,50,0.53,2.15,1.77,3.32,0.43,y,y,y
L4,27/08/2019,0,0,0,0.22,0.6,0.04,n,n,y
L4,27/08/2019,0,0,0,0.23,0.6,0.04,n,n,y
L4,27/08/2019,10,0,0,,0.51,0.04,n,n,y
L4,27/08/2019,10,0,0,0.21,0.53,0.04,n,n,y
L4,27/08/2019,25,0.07,0.22,,,0.11,n,n,y
L4,27/08/2019,25,0.07,0.21,0.37,1.38,0.13,n,n,y
L4,27/08/2019,50,0.39,1.54,1.49,,0.3,n,n,y
L4,27/08/2019,50,0.39,1.53,1.49,2.53,0.3,n,n,y
L4,27/08/2019,0,0,0,0.28,,0.05,n,y,y
L4,27/08/2019,0,0,0,0.27,0.6,0.05,n,y,y
L4,27/08/2019,10,0,0,0.25,0.53,0.07,n,y,y
L4,27/08/2019,10,0,0,0.26,0.52,0.07,n,y,y
L4,27/08/2019,25,0.07,0.2,0.39,1.36,0.1,n,y,y
L4,27/08/2019,25,0.07,0.2,0.39,1.37,0.09,n,y,y
L4,27/08/2019,50,0.38,1.54,1.47,,0.24,n,y,y
L4,27/08/2019,50,0.38,1.55,1.47,2.53,0.24,n,y,y
L4,02/09/2019,0,0.11,0.13,0.36,,0.06,y,n,y
L4,02/09/2019,0,0.11,0.13,0.37,,0.05,y,n,y
L4,02/09/2019,10,0.12,0.15,0.34,,0.14,y,n,y
L4,02/09/2019,10,0.12,0.15,0.35,,0.13,y,n,y
L4,02/09/2019,25,0.45,0.96,,,0.29,y,n,y
L4,02/09/2019,25,0.45,0.96,1.06,,0.29,y,n,y
L4,02/09/2019,50,0.61,1.43,,,0.34,y,n,y
L4,02/09/2019,50,0.61,1.43,1.19,,,y,n,y
L4,02/09/2019,0,0.11,,,1.19,0.06,y,y,y
L4,02/09/2019,0,0.11,,,,,y,y,y
L4,02/09/2019,10,0.12,,,1.34,0.15,y,y,y
L4,02/09/2019,10,0.12,,,,0.14,y,y,y
L4,02/09/2019,25,0.45,,1.08,2.23,0.25,y,y,y
L4,02/09/2019,25,0.45,,1.05,,0.26,y,y,y
L4,02/09/2019,50,0.59,,1.2,2.16,0.35,y,y,y
L4,02/09/2019,50,0.59,,,2.17,,y,y,y
L4,09/09/2019,0,0.74,1.13,0.36,1.85,0.26,y,n,y
L4,09/09/2019,0,0.74,1.13,0.32,1.86,0.26,y,n,y
L4,09/09/2019,10,0.77,1.18,0.35,1.97,0.22,y,n,y
L4,09/09/2019,10,0.77,1.18,0.36,2,0.23,y,n,y
L4,09/09/2019,25,1.57,2.41,0.29,,0.29,y,n,y
L4,09/09/2019,25,1.57,2.4,0.29,2.32,0.29,y,n,y
L4,09/09/2019,50,1.88,3.04,0.47,,0.36,y,n,y
L4,09/09/2019,50,1.88,3.04,0.47,3.08,0.37,y,n,y
L4,09/09/2019,0,0.74,1.15,0.39,1.82,0.24,y,y,y
L4,09/09/2019,0,0.74,1.15,0.4,1.8,0.25,y,y,y
L4,09/09/2019,10,0.77,1.19,0.38,1.9,0.21,y,y,y
L4,09/09/2019,10,0.77,1.17,0.38,1.91,0.21,y,y,y
L4,09/09/2019,25,1.55,2.35,0.49,2.37,0.29,y,y,y
L4,09/09/2019,25,1.55,2.36,0.47,2.25,0.29,y,y,y
L4,09/09/2019,50,1.87,3.01,0.48,3.15,0.35,y,y,y
L4,09/09/2019,50,1.87,3.04,,3.15,0.35,y,y,y
L4,16/09/2019,0,0.34,0.58,0.59,1.7,0.12,n,n,y
L4,16/09/2019,0,0.34,0.58,0.59,1.7,0.13,n,n,y
L4,16/09/2019,10,0.33,0.58,0.55,1.69,0.2,n,n,y
L4,16/09/2019,10,0.33,0.58,0.56,1.69,0.2,n,n,y
L4,16/09/2019,25,0.6,1.02,,1.85,0.24,n,n,y
L4,16/09/2019,25,0.6,1.02,0.65,1.85,0.24,n,n,y
L4,16/09/2019,50,1.17,1.89,0.63,2.37,0.39,n,n,y
L4,16/09/2019,50,1.17,1.9,0.63,2.37,0.35,n,n,y
L4,16/09/2019,0,0.34,0.59,0.54,1.67,0.14,n,y,y
L4,16/09/2019,0,0.34,0.59,0.55,1.74,0.13,n,y,y
L4,16/09/2019,10,0.33,0.66,0.58,1.75,0.25,n,y,y
L4,16/09/2019,10,0.33,0.66,0.57,1.74,,n,y,y
L4,16/09/2019,25,0.6,1.05,0.66,1.89,,n,y,y
L4,16/09/2019,25,0.6,1.05,0.66,1.87,0.24,n,y,y
L4,16/09/2019,50,1.16,1.91,0.66,2.35,0.36,n,y,y
L4,16/09/2019,50,1.16,1.92,0.66,2.35,0.36,n,y,y
L4,02/10/2019,0,0.68,1.51,0.69,,0.24,y,n,y
L4,02/10/2019,0,0.68,1.49,0.66,2.43,0.24,y,n,y
L4,02/10/2019,10,0.67,1.52,0.67,,0.26,y,n,y
L4,02/10/2019,10,0.67,1.52,0.69,2.56,0.26,y,n,y
L4,02/10/2019,25,0.67,1.49,0.72,2.55,0.29,y,n,y
L4,02/10/2019,25,0.67,1.49,0.71,2.56,0.29,y,n,y
L4,02/10/2019,50,0.68,1.54,0.61,2.47,0.27,y,n,y
L4,02/10/2019,50,0.68,1.54,0.62,2.47,0.27,y,n,y
L4,02/10/2019,0,0.68,1.53,,2.54,0.23,y,y,y
L4,02/10/2019,0,0.68,1.53,0.68,2.55,0.23,y,y,y
L4,02/10/2019,10,0.67,1.51,,2.46,0.24,y,y,y
L4,02/10/2019,10,0.67,1.51,0.72,2.47,0.24,y,y,y
L4,02/10/2019,25,0.67,1.48,0.79,2.56,0.26,y,y,y
L4,02/10/2019,25,0.67,1.47,0.8,2.56,0.26,y,y,y
L4,02/10/2019,50,0.68,1.54,0.85,,0.25,y,y,y
L4,02/10/2019,50,0.68,1.54,0.84,2.51,0.25,y,y,y
L4,21/10/2019,0,0.76,,0.1,,,n,n,y
L4,21/10/2019,0,0.76,3.21,0.1,2.76,,n,n,y
L4,21/10/2019,10,0.7,3.22,0.11,2.68,,n,n,y
L4,21/10/2019,10,0.7,3.2,0.11,2.68,,n,n,y
L4,21/10/2019,25,0.69,2.89,0.1,2.51,,n,n,y
L4,21/10/2019,25,0.69,2.91,0.11,2.5,,n,n,y
L4,21/10/2019,50,0.73,2.86,0.1,,,n,n,y
L4,21/10/2019,50,0.73,2.86,0.1,2.5,,n,n,y
L4,21/10/2019,0,0.74,3.23,0.12,,,n,y,y
L4,21/10/2019,0,0.74,3.21,0.1,2.79,,n,y,y
L4,21/10/2019,10,0.7,3.21,0.1,2.74,,n,y,y
L4,21/10/2019,10,0.7,3.16,0.1,2.73,,n,y,y
L4,21/10/2019,25,0.68,,0.13,,,n,y,y
L4,21/10/2019,25,0.68,2.94,0.12,2.51,,n,y,y
L4,21/10/2019,50,0.74,,0.13,,,n,y,y
L4,21/10/2019,50,0.74,2.86,0.12,2.55,,n,y,y
L4,26/10/2019,0,0.7,3.57,0.21,,,y,n,y
L4,26/10/2019,0,0.7,3.66,0.21,3.13,,y,n,y
L4,26/10/2019,10,0.69,,0.16,,,y,n,y
L4,26/10/2019,10,0.7,3.69,0.16,3.25,,y,n,y
L4,26/10/2019,25,0.69,3.59,0.25,,,y,n,y
L4,26/10/2019,25,0.69,3.6,0.24,2.85,,y,n,y
L4,26/10/2019,50,0.69,3.58,,2.96,,y,n,y
L4,26/10/2019,50,0.69,3.6,0.27,2.97,,y,n,y
L4,26/10/2019,0,0.7,,0.23,,,y,y,y
L4,26/10/2019,0,0.7,3.81,0.25,3.12,,y,y,y
L4,26/10/2019,10,0.68,,0.19,,,y,y,y
L4,26/10/2019,10,0.68,3.61,0.19,2.98,,y,y,y
L4,26/10/2019,25,0.68,,,2.92,,y,y,y
L4,26/10/2019,25,0.68,3.79,0.26,2.91,,y,y,y
L4,26/10/2019,50,0.69,,0.27,3.08,,y,y,y
L4,26/10/2019,50,0.69,3.77,0.28,3.06,,y,y,y
L4,05/11/2019,0,0.32,8,0.35,,,n,n,y
L4,05/11/2019,0,0.32,8.03,0.34,4.82,,n,n,y
L4,05/11/2019,10,0.29,6.53,0.21,4.13,,n,n,y
L4,05/11/2019,10,0.29,6.5,0.21,4.06,,n,n,y
L4,05/11/2019,25,0.23,5.01,0.17,3.33,,n,n,y
L4,05/11/2019,25,0.23,4.89,0.17,3.32,,n,n,y
L4,05/11/2019,50,0.11,4.26,0.18,2.97,,n,n,y
L4,05/11/2019,50,0.11,4.28,0.18,2.96,,n,n,y
L4,05/11/2019,0,0.33,8,,4.82,,n,y,y
L4,05/11/2019,0,0.33,8.04,0.34,4.85,,n,y,y
L4,05/11/2019,10,0.32,6.48,0.21,,,n,y,y
L4,05/11/2019,10,0.32,6.44,0.23,4,,n,y,y
L4,05/11/2019,25,0.28,5.13,0.15,,,n,y,y
L4,05/11/2019,25,0.28,5.13,0.16,3.24,,n,y,y
L4,05/11/2019,50,0.15,4.26,0.15,2.93,,n,y,y
L4,05/11/2019,50,0.15,4.28,0.15,2.93,,n,y,y
L4,11/11/2019,0,0,5.5,0.19,,,n,n,y
L4,11/11/2019,0,0,5.48,0.19,3.78,,n,n,y
L4,11/11/2019,10,0,5.47,0.18,3.63,,n,n,y
L4,11/11/2019,10,0,5.49,0.18,3.7,,n,n,y
L4,11/11/2019,25,0,5.56,0.18,,,n,n,y
L4,11/11/2019,25,0,,0.18,3.66,,n,n,y
L4,11/11/2019,50,0,4.43,0.19,3.13,,n,n,y
L4,11/11/2019,50,0,4.39,0.19,3.08,,n,n,y
L4,11/11/2019,0,0,,0.18,3.7,,n,y,y
L4,11/11/2019,0,0,5.48,0.18,3.71,,n,y,y
L4,11/11/2019,10,0,5.73,0.19,,,n,y,y
L4,11/11/2019,10,0,5.74,0.18,3.72,,n,y,y
L4,11/11/2019,25,0,,0.17,,,n,y,y
L4,11/11/2019,25,0,5.5,0.17,3.64,,n,y,y
L4,11/11/2019,50,0,4.35,0.17,3.07,,n,y,y
L4,11/11/2019,50,0,4.36,0.17,3.15,,n,y,y
L4,18/11/2019,0,0.06,4.96,0.06,,,y,n,y
L4,18/11/2019,0,0.06,5,0.04,3.49,,y,n,y
L4,18/11/2019,10,0.05,5.07,0.04,3.57,,y,n,y
L4,18/11/2019,10,0.05,5.04,0.04,3.56,,y,n,y
L4,18/11/2019,25,0.05,5.11,0.03,,,y,n,y
L4,18/11/2019,25,0.05,5.08,0.03,3.59,,y,n,y
L4,18/11/2019,50,0.05,5.05,0.06,3.67,,y,n,y
L4,18/11/2019,50,0.05,5.04,0.06,3.69,,y,n,y
L4,18/11/2019,0,0.05,4.78,0.04,,,y,y,y
L4,18/11/2019,0,0.05,5.3,0.05,3.41,,y,y,y
L4,18/11/2019,10,0.05,,0.03,,,y,y,y
L4,18/11/2019,10,0.05,5.32,0.03,3.55,,y,y,y
L4,18/11/2019,25,0.04,5.22,0.04,3.53,,y,y,y
L4,18/11/2019,25,0.04,5.21,0.02,3.53,,y,y,y
L4,18/11/2019,50,0.05,5.29,0.03,,,y,y,y
L4,18/11/2019,50,0.05,5.27,0.03,3.72,,y,y,y
L4,25/11/2019,0,0.08,4.88,0.04,3.03,,n,n,y
L4,25/11/2019,0,0.08,4.87,0.03,3.12,,n,n,y
L4,25/11/2019,10,0.08,5.15,0.04,3.13,,n,n,y
L4,25/11/2019,10,0.08,5.06,0.03,3.12,,n,n,y
L4,25/11/2019,25,0.09,5.13,0.02,,,n,n,y
L4,25/11/2019,25,0.09,5.12,0.04,3.25,,n,n,y
L4,25/11/2019,50,0.08,5.1,0.03,3.37,,n,n,y
L4,25/11/2019,50,0.08,5.13,0.05,3.31,,n,n,y
L4,25/11/2019,0,0.08,4.9,0.04,,,n,y,y
L4,25/11/2019,0,0.08,4.93,0.04,3.03,,n,y,y
L4,25/11/2019,10,0.08,5.09,0.05,,,n,y,y
L4,25/11/2019,10,0.08,5.11,0.06,3.13,,n,y,y
L4,25/11/2019,25,0.08,5.08,0.06,,,n,y,y
L4,25/11/2019,25,0.08,5.07,0.06,3.25,,n,y,y
L4,25/11/2019,50,0.09,5.13,0.05,3.36,,n,y,y
L4,25/11/2019,50,0.09,5.1,0.05,3.38,,n,y,y
L4,02/12/2019,0,0.15,6.54,0.08,3.49,0.53,n,n,y
L4,02/12/2019,0,0.15,6.52,0.08,3.54,0.53,n,n,y
